user_id,problem
30000,0.8982354093873388
30001,0.19713063112576623
30002,0.516127373347101
30003,0.7877265244537749
30004,0.8199730733694314
30005,0.6110266336661189
30006,0.10957182921254505
30007,0.10378701763381493
30008,0.6889741724562541
30009,0.30834682713785405
30010,0.14759490847358514
30011,0.16348548736348967
30012,0.9213450386391945
30013,0.11470095396637518
30014,0.14846189400840035
30015,0.23262428094227428
30016,0.27363413567089095
30017,0.3731388542059682
30018,0.33424710064123353
30019,0.3412118524468022
30020,0.9053629440360274
30021,0.387759630193877
30022,0.18529446135220906
30023,0.12421695133092696
30024,0.4396075474241751
30025,0.268956899836285
30026,0.2600467183563211
30027,0.12656106928883762
30028,0.15041483427738853
30029,0.10246844466545162
30030,0.23742060061145484
30031,0.7283414181314306
30032,0.14299275212315218
30033,0.19737259257415662
30034,0.4247938677648769
30035,0.22140044810822299
30036,0.13430383771358734
30037,0.2823892899906157
30038,0.2491034994919127
30039,0.1095985973039197
30040,0.2842516363290491
30041,0.13230797525773266
30042,0.10411994987854052
30043,0.10034173905688326
30044,0.19396098343310933
30045,0.26934262163328143
30046,0.24301953352751912
30047,0.12510496782675296
30048,0.3617783735916811
30049,0.1186987255472051
30050,0.18284279107570936
30051,0.1974132005911369
30052,0.34767047666846024
30053,0.1363333089125127
30054,0.07176382718803716
30055,0.194123805720575
30056,0.19103340485935252
30057,0.32748207367824045
30058,0.40768947161498575
30059,0.20181528185227904
30060,0.3887391307008117
30061,0.9368385498478705
30062,0.8925209925653371
30063,0.07360541857255787
30064,0.3508917217659458
30065,0.09956861655462557
30066,0.1549108104820798
30067,0.17928095875592429
30068,0.700112757162306
30069,0.2409210999006017
30070,0.3604565155334778
30071,0.8239726164011615
30072,0.2835153404562677
30073,0.8072845670455197
30074,0.09426292180550648
30075,0.4480567386781364
30076,0.3079838734406821
30077,0.2102757968670269
30078,0.8714794964767832
30079,0.1324526165291905
30080,0.5461835307819908
30081,0.06183620691098427
30082,0.16470326972127
30083,0.21644007519161465
30084,0.43732840013851787
30085,0.12854694072952844
30086,0.18068588667107052
30087,0.14343188203647775
30088,0.17664876507298152
30089,0.1267083968682933
30090,0.6648337223753712
30091,0.1547959946211431
30092,0.05613584703825388
30093,0.1358840246381765
30094,0.29917314311649384
30095,0.10827037011125551
30096,0.14928457279356142
30097,0.13120185454680441
30098,0.9397359655124324
30099,0.11560583483473463
30100,0.617169164893661
30101,0.20484982268296262
30102,0.18053449566948276
30103,0.15574288294466612
30104,0.17102023468586783
30105,0.8353705811284602
30106,0.41014766878824965
30107,0.15310963280220916
30108,0.17108253246225547
30109,0.11849361036877164
30110,0.18753067338898832
30111,0.24863973809075454
30112,0.15418353349833305
30113,0.8455957753774116
30114,0.1908333763384796
30115,0.09024896971744474
30116,0.1734895208218045
30117,0.15597367336687373
30118,0.2197940660859187
30119,0.23019190119353386
30120,0.09825283796801809
30121,0.1792464985238261
30122,0.8088734906686347
30123,0.2724517057692679
30124,0.265793781217942
30125,0.27466630771344785
30126,0.29717652684621537
30127,0.11870970346714127
30128,0.47809911591380855
30129,0.2538692184345535
30130,0.8349012197088687
30131,0.1676350314963402
30132,0.2916713774582241
30133,0.9107382748332234
30134,0.21785063019397913
30135,0.943766497440838
30136,0.15561285958712603
30137,0.18363264962284975
30138,0.9193525977267377
30139,0.09923368263031866
30140,0.37129405930510656
30141,0.4197618590845917
30142,0.4888833755916715
30143,0.28982875549968373
30144,0.14139928707561203
30145,0.06149563747468619
30146,0.43514057581375165
30147,0.36976110748080754
30148,0.8706470943341084
30149,0.8981747575608955
30150,0.09971596269090521
30151,0.2386251824428464
30152,0.07765347686248118
30153,0.2207669690691815
30154,0.16976348164602592
30155,0.1808019589275682
30156,0.12426513094863763
30157,0.08520712665175083
30158,0.46060392101295183
30159,0.11621345281850974
30160,0.09346380919363269
30161,0.217720749971
30162,0.20278742357368842
30163,0.2618019987372316
30164,0.6105744339358995
30165,0.36022062366590335
30166,0.16258706551773652
30167,0.6871329836328313
30168,0.3287399278155274
30169,0.39537687809606314
30170,0.3795558413489373
30171,0.190658946890353
30172,0.06624568943501778
30173,0.4365328193660492
30174,0.5070985156210149
30175,0.9286932178072731
30176,0.12778495798788914
30177,0.18838956949742872
30178,0.5112269121729774
30179,0.2873455165629319
30180,0.3111975156397542
30181,0.6805954839389777
30182,0.7961481265102667
30183,0.38104041864267585
30184,0.20017134794080257
30185,0.15088411880970606
30186,0.19737873646257212
30187,0.1460710487421862
30188,0.18460669100975882
30189,0.15658483618374833
30190,0.8478153397201015
30191,0.2556574566191104
30192,0.7986047548033111
30193,0.1524100729412703
30194,0.7858784018020191
30195,0.10805383409148661
30196,0.1645056620887971
30197,0.8088091493567431
30198,0.1811566463737858
30199,0.17657988839295694
30200,0.18786273513139315
30201,0.08139558130200723
30202,0.07297716523831743
30203,0.09598561763351836
30204,0.16171660819122113
30205,0.9533459008397486
30206,0.126312719446573
30207,0.18506150603123148
30208,0.16382340155882558
30209,0.5069885221019438
30210,0.36158270699528994
30211,0.7889465033717724
30212,0.40553923003461306
30213,0.11847148510932344
30214,0.16975927512721403
30215,0.20745345079445776
30216,0.7615633318292488
30217,0.314837762404994
30218,0.8869640598728399
30219,0.08859855994557764
30220,0.30906300647248613
30221,0.2809250872663777
30222,0.2537287235533132
30223,0.1363786778367966
30224,0.18271455918166313
30225,0.2512170459673044
30226,0.10151315329177475
30227,0.33499991472996965
30228,0.2723523016153601
30229,0.2626791076394452
30230,0.29788456542416775
30231,0.178885164273599
30232,0.3290172119786902
30233,0.5547240862782873
30234,0.1347596468025284
30235,0.11021192467445913
30236,0.43387991796822495
30237,0.1375406953605235
30238,0.2640147685362559
30239,0.0805968564100525
30240,0.25391879217061
30241,0.24000255056185915
30242,0.1541547120661079
30243,0.4079102917829794
30244,0.9222412980730524
30245,0.10104686320849632
30246,0.17187375129037585
30247,0.13457605637310477
30248,0.6056760418735455
30249,0.19772328366832947
30250,0.26374122499741043
30251,0.13386233376311407
30252,0.4566783642964017
30253,0.9248420191033869
30254,0.7588805338787359
30255,0.10860533687801018
30256,0.753663568765409
30257,0.17554575056212604
30258,0.1240284095722582
30259,0.25079797617897315
30260,0.07968364539528883
30261,0.27557571013906035
30262,0.24456046854532285
30263,0.10165555086062446
30264,0.4639875808196809
30265,0.050233852746183895
30266,0.11660892244537502
30267,0.16219885723021288
30268,0.5784669414671335
30269,0.2165829990204294
30270,0.10866411536324709
30271,0.08507437264438326
30272,0.22984427947458305
30273,0.14431762827600472
30274,0.3331879640283162
30275,0.06965790393012312
30276,0.11033733545542712
30277,0.767381286084459
30278,0.12705791059470417
30279,0.34535977021407555
30280,0.25959201287509487
30281,0.12445313846745602
30282,0.2564195687393496
30283,0.13231959359225406
30284,0.9474595020023046
30285,0.05046559002890516
30286,0.44519074534788095
30287,0.6012961386515272
30288,0.4664658798009114
30289,0.17069340569350522
30290,0.10884142931548883
30291,0.04978686183399424
30292,0.09632598070211303
30293,0.14272937292962565
30294,0.1611950661574051
30295,0.5814793664086306
30296,0.8878754585991252
30297,0.2985801974396378
30298,0.557980564276246
30299,0.8472911796012496
30300,0.702187722152661
30301,0.16538929817622441
